Test run for C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll (.NETCoreApp,Version=v8.0)
A total of 1 test files matched the specified pattern.
C:\Source\HamLet\tests\Hamlet.RadioEngine.Tests\bin\Debug\net8.0\Hamlet.RadioEngine.Tests.dll
[xUnit.net 00:00:00.00] xUnit.net VSTest Adapter v2.8.2+699d445a1a (64-bit .NET 8.0.24)
[xUnit.net 00:00:01.70]   Discovering: Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.90]   Discovered:  Hamlet.RadioEngine.Tests
[xUnit.net 00:00:01.90]   Starting:    Hamlet.RadioEngine.Tests
[xUnit.net 00:01:05.12]   Finished:    Hamlet.RadioEngine.Tests
  Passed Hamlet.RadioEngine.Tests.Cw.WhatTheSureLettersMarksLookLikeTests.EverySureLetterAgainstADitADahAndAnElementGap [1 m 3 s]
  Standard Output Messages:
 letter | set | recording | at s | sent | emitted | class | pattern | unit ms | unit from | marks ms/units/distance | inner gaps ms/units/distance | worst mark | worst gap | marks against elements
 letter | synthetic | cq-18wpm-15db | 6.275 | `C` | `C` | right | -.-. | 65.0 | estimator | 205ms/3.15u/d1.05 70ms/1.08u/d1.08 205ms/3.15u/d1.05 70ms/1.08u/d1.08 | 60ms/0.92u/d1.08 65ms/1.00u/d1.00 60ms/0.92u/d1.08 | 1.08 | 1.08 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 7.345 | `Q` | `Q` | right | --.- | 65.0 | estimator | 205ms/3.15u/d1.05 210ms/3.23u/d1.08 70ms/1.08u/d1.08 205ms/3.15u/d1.05 | 60ms/0.92u/d1.08 60ms/0.92u/d1.08 65ms/1.00u/d1.00 | 1.08 | 1.08 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 8.280 | `D` | `D` | right | -.. | 65.0 | estimator | 235ms/3.62u/d1.21 75ms/1.15u/d1.15 90ms/1.38u/d1.38 | 30ms/0.46u/d2.17 60ms/0.92u/d1.08 | 1.38 | 2.17 | 3 of 3
 letter | synthetic | cq-18wpm-15db | 8.545 | `E` | `E` | right | . | 65.0 | estimator | 75ms/1.15u/d1.15 |  | 1.15 | 1.00 | 1 of 1
 letter | synthetic | cq-18wpm-15db | 9.345 | `N` | `N` | right | -. | 65.0 | estimator | 210ms/3.23u/d1.08 75ms/1.15u/d1.15 | 55ms/0.85u/d1.18 | 1.15 | 1.18 | 2 of 2
 letter | synthetic | cq-18wpm-15db | 10.810 | `0` | `0` | right | ----- | 67.5 | estimator | 205ms/3.04u/d1.01 205ms/3.04u/d1.01 205ms/3.04u/d1.01 205ms/3.04u/d1.01 205ms/3.04u/d1.01 | 60ms/0.89u/d1.13 60ms/0.89u/d1.13 65ms/0.96u/d1.04 60ms/0.89u/d1.13 | 1.01 | 1.13 | 5 of 5
 letter | synthetic | cq-18wpm-15db | 11.745 | `C` | `C` | right | -.-. | 65.0 | estimator | 205ms/3.15u/d1.05 80ms/1.23u/d1.23 205ms/3.15u/d1.05 75ms/1.15u/d1.15 | 60ms/0.92u/d1.08 55ms/0.85u/d1.18 60ms/0.92u/d1.08 | 1.23 | 1.18 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 12.280 | `A` | `A` | right | .- | 65.0 | estimator | 75ms/1.15u/d1.15 220ms/3.38u/d1.13 | 55ms/0.85u/d1.18 | 1.15 | 1.18 | 2 of 2
 letter | synthetic | cq-18wpm-15db | 13.075 | `L` | `L` | right | .-.. | 67.5 | estimator | 75ms/1.11u/d1.11 210ms/3.11u/d1.04 80ms/1.19u/d1.19 80ms/1.19u/d1.19 | 55ms/0.81u/d1.23 55ms/0.81u/d1.23 55ms/0.81u/d1.23 | 1.19 | 1.23 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 13.875 | `L` | `L` | right | .-.. | 67.5 | estimator | 70ms/1.04u/d1.04 220ms/3.26u/d1.09 70ms/1.04u/d1.04 70ms/1.04u/d1.04 | 60ms/0.89u/d1.13 45ms/0.67u/d1.50 65ms/0.96u/d1.04 | 1.09 | 1.50 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 14.675 | `N` | `N` | right | -. | 65.0 | estimator | 210ms/3.23u/d1.08 70ms/1.08u/d1.08 | 60ms/0.92u/d1.08 | 1.08 | 1.08 | 2 of 2
 letter | synthetic | cq-18wpm-15db | 16.145 | `0` | `0` | right | ----- | 65.0 | estimator | 210ms/3.23u/d1.08 215ms/3.31u/d1.10 210ms/3.23u/d1.08 205ms/3.15u/d1.05 210ms/3.23u/d1.08 | 55ms/0.85u/d1.18 50ms/0.77u/d1.30 60ms/0.92u/d1.08 60ms/0.92u/d1.08 | 1.10 | 1.30 | 5 of 5
 letter | synthetic | cq-18wpm-15db | 17.080 | `C` | `C` | right | -.-. | 65.0 | estimator | 210ms/3.23u/d1.08 70ms/1.08u/d1.08 205ms/3.15u/d1.05 75ms/1.15u/d1.15 | 60ms/0.92u/d1.08 60ms/0.92u/d1.08 60ms/0.92u/d1.08 | 1.15 | 1.08 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 17.610 | `A` | `A` | right | .- | 65.0 | estimator | 75ms/1.15u/d1.15 205ms/3.15u/d1.05 | 60ms/0.92u/d1.08 | 1.15 | 1.08 | 2 of 2
 letter | synthetic | cq-18wpm-15db | 18.410 | `L` | `L` | right | .-.. | 65.0 | estimator | 75ms/1.15u/d1.15 205ms/3.15u/d1.05 70ms/1.08u/d1.08 70ms/1.08u/d1.08 | 60ms/0.92u/d1.08 60ms/0.92u/d1.08 65ms/1.00u/d1.00 | 1.15 | 1.08 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 19.210 | `L` | `L` | right | .-.. | 65.0 | estimator | 70ms/1.08u/d1.08 205ms/3.15u/d1.05 75ms/1.15u/d1.15 70ms/1.08u/d1.08 | 65ms/1.00u/d1.00 60ms/0.92u/d1.08 60ms/0.92u/d1.08 | 1.15 | 1.08 | 4 of 4
 letter | synthetic | cq-18wpm-15db | 20.280 | `K` | `K` | right | -.- | 65.0 | estimator | 205ms/3.15u/d1.05 70ms/1.08u/d1.08 205ms/3.15u/d1.05 | 65ms/1.00u/d1.00 60ms/0.92u/d1.08 | 1.08 | 1.08 | 3 of 3
 letter | synthetic | cq-18wpm-5db | 2.810 | `Q` | `Q` | right | --.- | 65.0 | estimator | 190ms/2.92u/d1.03 215ms/3.31u/d1.10 90ms/1.38u/d1.38 190ms/2.92u/d1.03 | 80ms/1.23u/d1.23 40ms/0.62u/d1.63 55ms/0.85u/d1.18 | 1.38 | 1.63 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 4.000 | `C` | `C` | right | -.-. | 65.0 | estimator | 210ms/3.23u/d1.08 65ms/1.00u/d1.00 220ms/3.38u/d1.13 65ms/1.00u/d1.00 | 65ms/1.00u/d1.00 70ms/1.08u/d1.08 40ms/0.62u/d1.63 | 1.13 | 1.63 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 5.070 | `Q` | `Q` | right | --.- | 65.0 | estimator | 190ms/2.92u/d1.03 210ms/3.23u/d1.08 65ms/1.00u/d1.00 200ms/3.08u/d1.03 | 65ms/1.00u/d1.00 60ms/0.92u/d1.08 65ms/1.00u/d1.00 | 1.08 | 1.08 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 6.275 | `C` | `C` | right | -.-. | 65.0 | estimator | 200ms/3.08u/d1.03 75ms/1.15u/d1.15 205ms/3.15u/d1.05 65ms/1.00u/d1.00 | 70ms/1.08u/d1.08 50ms/0.77u/d1.30 65ms/1.00u/d1.00 | 1.15 | 1.30 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 7.325 | `Q` | `Q` | right | --.- | 65.0 | estimator | 195ms/3.00u/d1.00 200ms/3.08u/d1.03 80ms/1.23u/d1.23 225ms/3.46u/d1.15 | 75ms/1.15u/d1.15 65ms/1.00u/d1.00 45ms/0.69u/d1.44 | 1.23 | 1.44 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 8.275 | `D` | `D` | right | -.. | 65.0 | estimator | 230ms/3.54u/d1.18 65ms/1.00u/d1.00 80ms/1.23u/d1.23 | 40ms/0.62u/d1.63 70ms/1.08u/d1.08 | 1.23 | 1.63 | 3 of 3
 letter | synthetic | cq-18wpm-5db | 8.545 | `E` | `E` | right | . | 65.0 | estimator | 80ms/1.23u/d1.23 |  | 1.23 | 1.00 | 1 of 1
 letter | synthetic | cq-18wpm-5db | 9.340 | `N` | `N` | right | -. | 65.0 | estimator | 200ms/3.08u/d1.03 65ms/1.00u/d1.00 | 70ms/1.08u/d1.08 | 1.03 | 1.08 | 2 of 2
 letter | synthetic | cq-18wpm-5db | 10.810 | `0` | `0` | right | ----- | 65.0 | estimator | 205ms/3.15u/d1.05 195ms/3.00u/d1.00 175ms/2.69u/d1.11 200ms/3.08u/d1.03 215ms/3.31u/d1.10 | 65ms/1.00u/d1.00 95ms/1.46u/d1.46 85ms/1.31u/d1.31 50ms/0.77u/d1.30 | 1.11 | 1.46 | 5 of 5
 letter | synthetic | cq-18wpm-5db | 11.745 | `C` | `C` | right | -.-. | 65.0 | estimator | 210ms/3.23u/d1.08 60ms/0.92u/d1.08 205ms/3.15u/d1.05 70ms/1.08u/d1.08 | 65ms/1.00u/d1.00 70ms/1.08u/d1.08 60ms/0.92u/d1.08 | 1.08 | 1.08 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 12.275 | `A` | `A` | right | .- | 65.0 | estimator | 55ms/0.85u/d1.18 195ms/3.00u/d1.00 | 75ms/1.15u/d1.15 | 1.18 | 1.15 | 2 of 2
 letter | synthetic | cq-18wpm-5db | 13.075 | `L` | `L` | right | .-.. | 67.5 | estimator | 65ms/0.96u/d1.04 195ms/2.89u/d1.04 65ms/0.96u/d1.04 50ms/0.74u/d1.35 | 70ms/1.04u/d1.04 65ms/0.96u/d1.04 80ms/1.19u/d1.19 | 1.35 | 1.19 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 13.875 | `L` | `L` | right | .-.. | 67.5 | estimator | 65ms/0.96u/d1.04 195ms/2.89u/d1.04 75ms/1.11u/d1.11 65ms/0.96u/d1.04 | 70ms/1.04u/d1.04 75ms/1.11u/d1.11 55ms/0.81u/d1.23 | 1.11 | 1.23 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 14.680 | `N` | `N` | right | -. | 67.5 | estimator | 205ms/3.04u/d1.01 85ms/1.26u/d1.26 | 70ms/1.04u/d1.04 | 1.26 | 1.04 | 2 of 2
 letter | synthetic | cq-18wpm-5db | 16.145 | `0` | `0` | right | ----- | 67.5 | estimator | 195ms/2.89u/d1.04 195ms/2.89u/d1.04 195ms/2.89u/d1.04 200ms/2.96u/d1.01 190ms/2.81u/d1.07 | 75ms/1.11u/d1.11 70ms/1.04u/d1.04 65ms/0.96u/d1.04 75ms/1.11u/d1.11 | 1.07 | 1.11 | 5 of 5
 letter | synthetic | cq-18wpm-5db | 17.075 | `C` | `C` | right | -.-. | 67.5 | estimator | 215ms/3.19u/d1.06 65ms/0.96u/d1.04 195ms/2.89u/d1.04 55ms/0.81u/d1.23 | 55ms/0.81u/d1.23 65ms/0.96u/d1.04 75ms/1.11u/d1.11 | 1.23 | 1.23 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 17.610 | `A` | `A` | right | .- | 67.5 | estimator | 70ms/1.04u/d1.04 185ms/2.74u/d1.09 | 75ms/1.11u/d1.11 | 1.09 | 1.11 | 2 of 2
 letter | synthetic | cq-18wpm-5db | 18.410 | `L` | `L` | right | .-.. | 67.5 | estimator | 70ms/1.04u/d1.04 240ms/3.56u/d1.19 70ms/1.04u/d1.04 80ms/1.19u/d1.19 | 60ms/0.89u/d1.13 30ms/0.44u/d2.25 65ms/0.96u/d1.04 | 1.19 | 2.25 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 19.210 | `L` | `L` | right | .-.. | 67.5 | estimator | 65ms/0.96u/d1.04 195ms/2.89u/d1.04 70ms/1.04u/d1.04 60ms/0.89u/d1.13 | 75ms/1.11u/d1.11 70ms/1.04u/d1.04 65ms/0.96u/d1.04 | 1.13 | 1.11 | 4 of 4
 letter | synthetic | cq-18wpm-5db | 20.270 | `K` | `K` | right | -.- | 67.5 | estimator | 210ms/3.11u/d1.04 60ms/0.89u/d1.13 205ms/3.04u/d1.01 | 55ms/0.81u/d1.23 60ms/0.89u/d1.13 | 1.13 | 1.23 | 3 of 3
 letter | synthetic | cq-25wpm-15db | 1.540 | `C` | `C` | right | -.-. | 50.0 | estimator | 150ms/3.00u/d1.00 50ms/1.00u/d1.00 145ms/2.90u/d1.03 50ms/1.00u/d1.00 | 45ms/0.90u/d1.11 45ms/0.90u/d1.11 45ms/0.90u/d1.11 | 1.03 | 1.11 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 2.305 | `Q` | `Q` | right | --.- | 50.0 | estimator | 150ms/3.00u/d1.00 145ms/2.90u/d1.03 55ms/1.10u/d1.10 155ms/3.10u/d1.03 | 45ms/0.90u/d1.11 45ms/0.90u/d1.11 40ms/0.80u/d1.25 | 1.10 | 1.25 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 3.170 | `C` | `C` | right | -.-. | 50.0 | estimator | 145ms/2.90u/d1.03 50ms/1.00u/d1.00 145ms/2.90u/d1.03 60ms/1.20u/d1.20 | 45ms/0.90u/d1.11 45ms/0.90u/d1.11 50ms/1.00u/d1.00 | 1.20 | 1.11 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 3.940 | `Q` | `Q` | right | --.- | 50.0 | estimator | 145ms/2.90u/d1.03 155ms/3.10u/d1.03 50ms/1.00u/d1.00 145ms/2.90u/d1.03 | 45ms/0.90u/d1.11 40ms/0.80u/d1.25 45ms/0.90u/d1.11 | 1.03 | 1.25 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 4.800 | `C` | `C` | right | -.-. | 50.0 | estimator | 155ms/3.10u/d1.03 60ms/1.20u/d1.20 165ms/3.30u/d1.10 55ms/1.10u/d1.10 | 40ms/0.80u/d1.25 35ms/0.70u/d1.43 30ms/0.60u/d1.67 | 1.20 | 1.67 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 5.570 | `Q` | `Q` | right | --.- | 50.0 | estimator | 150ms/3.00u/d1.00 150ms/3.00u/d1.00 55ms/1.10u/d1.10 150ms/3.00u/d1.00 | 40ms/0.80u/d1.25 45ms/0.90u/d1.11 40ms/0.80u/d1.25 | 1.10 | 1.25 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 6.245 | `D` | `D` | right | -.. | 50.0 | estimator | 150ms/3.00u/d1.00 55ms/1.10u/d1.10 50ms/1.00u/d1.00 | 45ms/0.90u/d1.11 40ms/0.80u/d1.25 | 1.10 | 1.25 | 3 of 3
 letter | synthetic | cq-25wpm-15db | 6.435 | `E` | `E` | right | . | 50.0 | estimator | 55ms/1.10u/d1.10 |  | 1.10 | 1.00 | 1 of 1
 letter | synthetic | cq-25wpm-15db | 7.010 | `N` | `N` | right | -. | 50.0 | estimator | 150ms/3.00u/d1.00 50ms/1.00u/d1.00 | 45ms/0.90u/d1.11 | 1.00 | 1.11 | 2 of 2
 letter | synthetic | cq-25wpm-15db | 8.065 | `0` | `0` | right | ----- | 50.0 | estimator | 150ms/3.00u/d1.00 150ms/3.00u/d1.00 155ms/3.10u/d1.03 150ms/3.00u/d1.00 150ms/3.00u/d1.00 | 40ms/0.80u/d1.25 40ms/0.80u/d1.25 40ms/0.80u/d1.25 40ms/0.80u/d1.25 | 1.03 | 1.25 | 5 of 5
 letter | synthetic | cq-25wpm-15db | 8.740 | `C` | `C` | right | -.-. | 50.0 | estimator | 150ms/3.00u/d1.00 55ms/1.10u/d1.10 150ms/3.00u/d1.00 50ms/1.00u/d1.00 | 40ms/0.80u/d1.25 45ms/0.90u/d1.11 40ms/0.80u/d1.25 | 1.10 | 1.25 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 9.125 | `A` | `A` | right | .- | 50.0 | estimator | 55ms/1.10u/d1.10 150ms/3.00u/d1.00 | 45ms/0.90u/d1.11 | 1.10 | 1.11 | 2 of 2
 letter | synthetic | cq-25wpm-15db | 9.700 | `L` | `L` | right | .-.. | 50.0 | estimator | 55ms/1.10u/d1.10 145ms/2.90u/d1.03 50ms/1.00u/d1.00 55ms/1.10u/d1.10 | 45ms/0.90u/d1.11 45ms/0.90u/d1.11 45ms/0.90u/d1.11 | 1.10 | 1.11 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 10.275 | `L` | `L` | right | .-.. | 50.0 | estimator | 60ms/1.20u/d1.20 150ms/3.00u/d1.00 55ms/1.10u/d1.10 55ms/1.10u/d1.10 | 35ms/0.70u/d1.43 45ms/0.90u/d1.11 40ms/0.80u/d1.25 | 1.20 | 1.43 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 10.850 | `N` | `N` | right | -. | 50.0 | estimator | 150ms/3.00u/d1.00 50ms/1.00u/d1.00 | 45ms/0.90u/d1.11 | 1.00 | 1.11 | 2 of 2
 letter | synthetic | cq-25wpm-15db | 11.905 | `0` | `0` | right | ----- | 50.0 | estimator | 150ms/3.00u/d1.00 150ms/3.00u/d1.00 145ms/2.90u/d1.03 150ms/3.00u/d1.00 150ms/3.00u/d1.00 | 40ms/0.80u/d1.25 45ms/0.90u/d1.11 45ms/0.90u/d1.11 40ms/0.80u/d1.25 | 1.03 | 1.25 | 5 of 5
 letter | synthetic | cq-25wpm-15db | 12.580 | `C` | `C` | right | -.-. | 50.0 | estimator | 150ms/3.00u/d1.00 60ms/1.20u/d1.20 155ms/3.10u/d1.03 55ms/1.10u/d1.10 | 40ms/0.80u/d1.25 40ms/0.80u/d1.25 35ms/0.70u/d1.43 | 1.20 | 1.43 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 12.960 | `A` | `A` | right | .- | 50.0 | estimator | 55ms/1.10u/d1.10 145ms/2.90u/d1.03 | 45ms/0.90u/d1.11 | 1.10 | 1.11 | 2 of 2
 letter | synthetic | cq-25wpm-15db | 13.540 | `L` | `L` | right | .-.. | 47.5 | estimator | 55ms/1.16u/d1.16 150ms/3.16u/d1.05 50ms/1.05u/d1.05 55ms/1.16u/d1.16 | 40ms/0.84u/d1.19 45ms/0.95u/d1.06 45ms/0.95u/d1.06 | 1.16 | 1.19 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 14.115 | `L` | `L` | right | .-.. | 47.5 | estimator | 55ms/1.16u/d1.16 145ms/3.05u/d1.02 55ms/1.16u/d1.16 50ms/1.05u/d1.05 | 45ms/0.95u/d1.06 45ms/0.95u/d1.06 40ms/0.84u/d1.19 | 1.16 | 1.19 | 4 of 4
 letter | synthetic | cq-25wpm-15db | 14.885 | `-` | `K` | added | -.- | 47.5 | estimator | 150ms/3.16u/d1.05 85ms/1.79u/d1.68 150ms/3.16u/d1.05 | 40ms/0.84u/d1.19 15ms/0.32u/d3.17 | 1.68 | 3.17 | 3 of 3
 letter | synthetic | cq-25wpm-15db | 14.890 | `K` | `K` | right | -.- | 47.5 | estimator | 150ms/3.16u/d1.05 85ms/1.79u/d1.68 150ms/3.16u/d1.05 | 40ms/0.84u/d1.19 15ms/0.32u/d3.17 | 1.68 | 3.17 | 3 of 3
 letter | synthetic | cq-25wpm-5db | 1.540 | `C` | `C` | right | -.-. | 45.0 | estimator | 130ms/2.89u/d1.04 35ms/0.78u/d1.29 165ms/3.67u/d1.22 40ms/0.89u/d1.13 | 55ms/1.22u/d1.22 60ms/1.33u/d1.33 25ms/0.56u/d1.80 | 1.29 | 1.80 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 2.305 | `Q` | `Q` | right | --.- | 45.0 | estimator | 135ms/3.00u/d1.00 145ms/3.22u/d1.07 50ms/1.11u/d1.11 165ms/3.67u/d1.22 | 50ms/1.11u/d1.11 45ms/1.00u/d1.00 50ms/1.11u/d1.11 | 1.22 | 1.11 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 3.170 | `C` | `C` | right | -.-. | 45.0 | estimator | 145ms/3.22u/d1.07 50ms/1.11u/d1.11 150ms/3.33u/d1.11 40ms/0.89u/d1.13 | 50ms/1.11u/d1.11 50ms/1.11u/d1.11 40ms/0.89u/d1.13 | 1.13 | 1.13 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 3.935 | `Q` | `Q` | right | --.- | 47.5 | estimator | 145ms/3.05u/d1.02 130ms/2.74u/d1.10 45ms/0.95u/d1.06 140ms/2.95u/d1.02 | 55ms/1.16u/d1.16 55ms/1.16u/d1.16 50ms/1.05u/d1.05 | 1.10 | 1.16 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 4.795 | `C` | `C` | right | -.-. | 47.5 | estimator | 150ms/3.16u/d1.05 45ms/0.95u/d1.06 145ms/3.05u/d1.02 50ms/1.05u/d1.05 | 45ms/0.95u/d1.06 50ms/1.05u/d1.05 50ms/1.05u/d1.05 | 1.06 | 1.06 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 5.575 | `Q` | `Q` | right | --.- | 45.0 | estimator | 155ms/3.44u/d1.15 155ms/3.44u/d1.15 85ms/1.89u/d1.59 145ms/3.22u/d1.07 | 30ms/0.67u/d1.50 35ms/0.78u/d1.29 20ms/0.44u/d2.25 | 1.59 | 2.25 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 6.240 | `D` | `D` | right | -.. | 45.0 | estimator | 145ms/3.22u/d1.07 65ms/1.44u/d1.44 45ms/1.00u/d1.00 | 45ms/1.00u/d1.00 30ms/0.67u/d1.50 | 1.44 | 1.50 | 3 of 3
 letter | synthetic | cq-25wpm-5db | 6.430 | `E` | `E` | right | . | 45.0 | estimator | 70ms/1.56u/d1.56 |  | 1.56 | 1.00 | 1 of 1
 letter | synthetic | cq-25wpm-5db | 7.010 | `N` | `N` | right | -. | 45.0 | estimator | 145ms/3.22u/d1.07 45ms/1.00u/d1.00 | 45ms/1.00u/d1.00 | 1.07 | 1.00 | 2 of 2
 letter | synthetic | cq-25wpm-5db | 8.065 | `0` | `0` | right | ----- | 47.5 | estimator | 135ms/2.84u/d1.06 140ms/2.95u/d1.02 130ms/2.74u/d1.10 160ms/3.37u/d1.12 140ms/2.95u/d1.02 | 50ms/1.05u/d1.05 65ms/1.37u/d1.37 50ms/1.05u/d1.05 35ms/0.74u/d1.36 | 1.12 | 1.37 | 5 of 5
 letter | synthetic | cq-25wpm-5db | 8.740 | `C` | `C` | right | -.-. | 47.5 | estimator | 135ms/2.84u/d1.06 45ms/0.95u/d1.06 135ms/2.84u/d1.06 45ms/0.95u/d1.06 | 60ms/1.26u/d1.26 55ms/1.16u/d1.16 55ms/1.16u/d1.16 | 1.06 | 1.26 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 9.115 | `A` | `A` | right | .- | 47.5 | estimator | 30ms/0.63u/d1.58 130ms/2.74u/d1.10 | 65ms/1.37u/d1.37 | 1.58 | 1.37 | 2 of 2
 letter | synthetic | cq-25wpm-5db | 9.700 | `L` | `L` | right | .-.. | 47.5 | estimator | 55ms/1.16u/d1.16 145ms/3.05u/d1.02 40ms/0.84u/d1.19 | 40ms/0.84u/d1.19 50ms/1.05u/d1.05 | 1.19 | 1.19 | 3 of 4
 letter | synthetic | cq-25wpm-5db | 10.275 | `L` | `L` | right | .-.. | 47.5 | estimator | 45ms/0.95u/d1.06 165ms/3.47u/d1.16 85ms/1.79u/d1.68 50ms/1.05u/d1.05 | 50ms/1.05u/d1.05 25ms/0.53u/d1.90 15ms/0.32u/d3.17 | 1.68 | 3.17 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 10.845 | `N` | `N` | right | -. | 47.5 | estimator | 135ms/2.84u/d1.06 40ms/0.84u/d1.19 | 55ms/1.16u/d1.16 | 1.19 | 1.16 | 2 of 2
 letter | synthetic | cq-25wpm-5db | 11.905 | `0` | `0` | right | ----- | 47.5 | estimator | 140ms/2.95u/d1.02 145ms/3.05u/d1.02 165ms/3.47u/d1.16 140ms/2.95u/d1.02 145ms/3.05u/d1.02 | 55ms/1.16u/d1.16 45ms/0.95u/d1.06 30ms/0.63u/d1.58 50ms/1.05u/d1.05 | 1.16 | 1.58 | 5 of 5
 letter | synthetic | cq-25wpm-5db | 12.580 | `C` | `C` | right | -.-. | 47.5 | estimator | 140ms/2.95u/d1.02 45ms/0.95u/d1.06 140ms/2.95u/d1.02 60ms/1.26u/d1.26 | 55ms/1.16u/d1.16 50ms/1.05u/d1.05 50ms/1.05u/d1.05 | 1.26 | 1.16 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 12.960 | `A` | `A` | right | .- | 47.5 | estimator | 70ms/1.47u/d1.47 145ms/3.05u/d1.02 | 25ms/0.53u/d1.90 | 1.47 | 1.90 | 2 of 2
 letter | synthetic | cq-25wpm-5db | 13.535 | `L` | `L` | right | .-.. | 47.5 | estimator | 45ms/0.95u/d1.06 160ms/3.37u/d1.12 60ms/1.26u/d1.26 35ms/0.74u/d1.36 | 45ms/0.95u/d1.06 35ms/0.74u/d1.36 35ms/0.74u/d1.36 | 1.36 | 1.36 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 14.115 | `L` | `L` | right | .-.. | 47.5 | estimator | 45ms/0.95u/d1.06 135ms/2.84u/d1.06 60ms/1.26u/d1.26 50ms/1.05u/d1.05 | 55ms/1.16u/d1.16 55ms/1.16u/d1.16 35ms/0.74u/d1.36 | 1.26 | 1.36 | 4 of 4
 letter | synthetic | cq-25wpm-5db | 14.885 | `-` | `K` | added | -.- | 47.5 | estimator | 150ms/3.16u/d1.05 50ms/1.05u/d1.05 170ms/3.58u/d1.19 | 45ms/0.95u/d1.06 40ms/0.84u/d1.19 | 1.19 | 1.19 | 3 of 3
 letter | synthetic | cq-25wpm-5db | 14.890 | `K` | `K` | right | -.- | 47.5 | estimator | 150ms/3.16u/d1.05 50ms/1.05u/d1.05 170ms/3.58u/d1.19 | 45ms/0.95u/d1.06 40ms/0.84u/d1.19 | 1.19 | 1.19 | 3 of 3
 letter | synthetic | cq-18wpm-15db-char5 | 1.745 | `C` | `C` | right | -.-. | 67.5 | estimator | 205ms/3.04u/d1.01 75ms/1.11u/d1.11 205ms/3.04u/d1.01 75ms/1.11u/d1.11 | 60ms/0.89u/d1.13 60ms/0.89u/d1.13 60ms/0.89u/d1.13 | 1.11 | 1.13 | 4 of 4
 letter | synthetic | cq-18wpm-15db-char5 | 2.945 | `Q` | `Q` | right | --.- | 67.5 | estimator | 205ms/3.04u/d1.01 205ms/3.04u/d1.01 70ms/1.04u/d1.04 205ms/3.04u/d1.01 | 65ms/0.96u/d1.04 60ms/0.89u/d1.13 65ms/0.96u/d1.04 | 1.04 | 1.13 | 4 of 4
 letter | synthetic | cq-18wpm-15db-char5 | 4.145 | `C` | `C` | right | -.-. | 67.5 | estimator | 205ms/3.04u/d1.01 75ms/1.11u/d1.11 205ms/3.04u/d1.01 80ms/1.19u/d1.19 | 60ms/0.89u/d1.13 60ms/0.89u/d1.13 60ms/0.89u/d1.13 | 1.19 | 1.13 | 4 of 4
 letter | synthetic | cq-18wpm-15db-char5 | 5.345 | `Q` | `Q` | right | --.- | 67.5 | estimator | 205ms/3.04u/d1.01 205ms/3.04u/d1.01 80ms/1.19u/d1.19 215ms/3.19u/d1.06 | 65ms/0.96u/d1.04 60ms/0.89u/d1.13 55ms/0.81u/d1.23 | 1.19 | 1.23 | 4 of 4
 letter | synthetic | cq-18wpm-15db-char5 | 6.545 | `C` | `C` | right | -.-. | 67.5 | estimator | 205ms/3.04u/d1.01 70ms/1.04u/d1.04 205ms/3.04u/d1.01 75ms/1.11u/d1.11 | 65ms/0.96u/d1.04 60ms/0.89u/d1.13 60ms/0.89u/d1.13 | 1.11 | 1.13 | 4 of 4
